categoria;descricao;titulo;valor_varejo;valor_atacado;valor_varejo_promocional;estoque_geral;estoque_maletas;peso;valor_custo;data_registro;cor_banho;imagem;tamanho_anel;cod_barras;genero;cor_pedra;variacao;tempo_garantia;fornecedor;codigo_fornecedor;preco_aluguel;loc_estoque;destaque;novos
Conjunto;CONJUNTOI CORAÇÃO VAZADO COM PEDRA MARROM;CONJUNTO CORACÃO MARROM;116.7;116.7;;1;1;6.53;27.81;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-133-687ece215d22f.jpeg;0;20766252;;Marrom;;12;BELLA BRUTOS ;CONJ1863;0;;;
Choker;;CHOKER CORDÃO BAIANO;128.7;0;;0;0;9.69;26.17;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-245-6882d3b6cd962.jpg;0;20164409;;;;12;BELLA BRUTOS ;CB3/40;0;;;
Colar;;COLAR CORAÇÃO PONTO DE LUZ;56.7;56.7;;2;1;1.8;16.63;22/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-236-6882d4cadc817.jpg;0;20761912;;;;12;TANK BRUTOS;BF11327-45;0;;;
Choker;;ARO NÓ;155.7;155.7;;2;2;0;59;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-243-6883a3decedeb.jpeg;0;20568337;;;;12;GAZIN;143334;0;;;
Brinco;;BRINCO ARGOLINHA CRAVEJADA;44.7;44.7;;2;0;0.9;10.32;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-157-6883a406b8663.jpeg;0;20346003;;;;12;TANK BRUTOS;BF10647;0;;;
Brinco;;BRINCO FORMATOS;77.7;77.7;;0;0;4.2;17.01;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-155-688202c31aee4.jpg;0;20812867;;;;12;TANK BRUTOS;BF13-188;0;;;
Brinco;;BRINCO DUPLO CIRCULO MARTELADO;68.7;68.7;;0;0;4.09;13.61;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-166-68820430a889f.jpg;0;20196783;;;;12;BELLA BRUTOS ;B2803;0;;;
Pulseira;;PULSEIRA ARO NO;116.7;0;;2;2;0;39;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-219-6884c1c832946.jpeg;0;20316112;;;;12;GAZIN;94084;0;;;
Brinco;;BRINCO CIRCULO MARTELADO ;44.7;44.7;;1;1;2.45;7.02;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-165-6882030a1cad3.jpg;0;20715274;;;;12;BELLA BRUTOS ;B0188;0;;;
Brinco;;BRINCO CORAÇÃO ESTICADO VAZADO ;56.7;56.7;;1;0;1.5;13.8;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-149-688202e636858.jpg;0;20058456;;;;12;TANK BRUTOS;BF13-359;0;;;
Brinco;;BRINCO MINI2CORAÇÕES CRISTAL;50.7;50.7;;2;1;1.4;14.21;22/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-229-6883a4c65175d.jpeg;0;20342210;;;;12;SOPHIA BRUTOS;jan/54;0;;;
Brinco;;BRINCO CORAÇÃO ESTICADO VAZADO ;56.7;56.7;;2;1;1.5;17.25;21/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-141-688202a1b7aa6.jpg;0;20157654;;;;12;TANK BRUTOS;BF13-359;0;;;
Brinco;BRINCO PEQUENO EM FORMADO DE VIRGULA;BRINCO DE VIRGULA P;41.7;41.7;;2;1;1;10.28;21/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-146-6882035092320.jpg;0;20309039;;;;12;TANK BRUTOS;BF12-822;0;;;
Brinco;;BRINCO CORAÇÃO DERRETIDO;59.7;59.7;;2;2;2.9;19.04;21/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-147-688203d166c86.jpg;0;20967376;;;;12;TANK BRUTOS;BF12-898;0;;;
Colar;;COLAR COM PINGENTE DE BOLA VAZADA;80.4;0;;1;0;2.8;9.77;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-239-6882d42d83f42.jpg;0;20205461;;;;12;ALEXANDRE JOIAS;PI0511;0;;;
Colar; ;COLAR C PINGENTE DE CORAÇÃO CRAVEJADO AO REDOR 55;80.4;0;;3;2;3.7;11.59;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-230-6882d33bb4995.jpg;0;20888411;;;;12;TANK BRUTOS;BF00004 CV.55;0;;;
Brinco;;BRINCO LEQUE FRISADO;47.7;47.7;;3;2;1.8;9.14;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-151-68820449a6891.jpg;0;20256944;;;;12;TANK BRUTOS;BF11-957;0;;;
Pulseira;;PULSEIRA BOLA DOURADA;53.7;0;;1;0;0;16;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-211-6884c71a642bc.jpeg;0;20616618;;;;12;GAZIN;129028;0;;;
Brinco;;BRINCO 4 CORAÇÕES HEAR CUF;53.25;0;;1;0;0;15;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-213-688204b4196e0.jpg;0;20411855;;;;12;GAZIN;88137;0;;;
Brinco;BRINCO PEQUENO EM FORMADO DE VIRGULA;BRINCO DE VIRGULA P;41.7;41.7;;1;0;1;7.98;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-136-6882032d3b3ef.jpg;0;20192266;;;;12;TANK BRUTOS;BF12-822;0;;;
Brinco;;BRINCO FORMATOS;77.7;77.7;;2;2;4.2;26.67;21/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-154-6882027f2ac5c.jpg;0;20684907;;;;12;TANK BRUTOS;BF13-188;0;;;
Pulseira;;PULSEIRA BOLINHA;50.7;50.7;;7;1;2.4;9.53;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-174-6884c9ebda4aa.jpeg;0;20836856;;;;12;TANK BRUTOS;BF05934-18;0;;;
Brinco;BRINCO DE CORAÇÃO LISO ABAULADO;BRINCO CORAÇÃO LISO ABAULADO ;62.7;62.7;;2;1;2.4;13.67;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-138-688203bb6d0a9.jpg;0;20414269;;;;12;TANK BRUTOS;BF13-344;0;;;
Brinco;;BRINCO CORAÇÃO PONTO DE LUZ;47.7;47.7;;1;0;2.09;7.94;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-159-68820203b7f0e.jpg;0;20790905;;Rose;;12;BELLA BRUTOS ;B1101;0;;;
Brinco;;TRIO PONTO DE LUZ;44.7;44.7;;2;0;2.1;7.61;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-142-6884ed4799360.jpeg;0;20770860;;;;12;SOPHIA BRUTOS;2-439;0;;;
Conjunto;;CONJUNTO CORAÇÃO MARROM;131.7;131.7;;1;1;7.82;31.54;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-222-6883a4ba10454.jpeg;0;20673697;;Marrom;;12;BELLA BRUTOS ;CONJ1860;0;;;
Colar;80 CM;COLAR CRISTAL COLORIDO 80;98.7;98.7;;0;0;4.3;34.8;22/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-233-6882d4f5ed8f8.jpg;0;20977924;;;;12;SOPHIA BRUTOS;1-344;0;;;
Choker;;CHOKER FITA DOURADA;140.7;140.7;;2;2;10.5;29.86;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-182-6883a3bf68063.jpeg;0;20145125;;;;12;TANK BRUTOS;BF09386;0;;;
Brinco;;BRINCO TRIO ARGOLAS CRAVEJADAS;155.1;155.1;;0;0;3.4;45.56;21/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-163-6883a65c827b8.jpeg;0;20069216;;;;12;TANK BRUTOS;BF10647;0;;;
Conjunto;;CONJUNTO CIRCULO PRETO ;203.7;203.7;;2;2;12.87;50.27;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-168-68820264120c4.jpg;0;20256111;;;;12;BELLA BRUTOS ;CONJ1867;0;;;
Conjunto;;CONJUNTO BOLA VAZADA;136.8;136.8;;1;1;4.8;26.72;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-197-6883a63cb6c43.jpeg;0;20678982;;;;12;ALEXANDRE JOIAS;BR0511P PI0511 COR VEM;26.72;;;
Choker;;CHOKER FITA ;140.7;140.7;;2;2;10.5;54.02;22/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-235-6882d5122cc12.jpg;0;20909185;;;;12;TANK BRUTOS;BF09386;0;;;
Conjunto;;CONJUNTO BORBOLETA;134.1;0;;2;1;4.9;21.55;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-226-6883a604d310d.jpeg;0;20737344;;Preto;;0;TANK BRUTOS;BF13-373 BF13-389 CV.45;0;;;
Brinco;;BRINCO BASTAO BAULEADO;70.5;70.47;;1;1;0;22;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-207-6884c7075a334.jpeg;0;20857103;;;;12;GAZIN;4386;0;;;
Pulseira;;PULSEIRA BOLINHA;50.7;50.7;;4;2;2.4;15.05;21/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-172-6882d5e3c772e.jpg;0;20562656;;;;12;TANK BRUTOS;BF05934-18;0;;;
Brinco;BRINCO DE BOLA COM 3 FIOS DE STRASS;BRINCO DE BOLA COM STRAS ;65.7;65.7;;2;2;2.5;21.42;21/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-143-6882023dbceb9.jpg;0;20167844;;;;12;SOPHIA BRUTOS;2-773;0;;;
Brinco;;BRINCO VIRGULA GRANDE;131.7;0;;1;1;0;49;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-216-6883a69e77a2b.jpeg;0;20277888;;;;12;GAZIN;143494;0;;;
Pulseira;;PULSEIR RIVIERA CRISTAL;131.7;0;;1;0;0;49;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-214-6884c76c72512.jpeg;0;20675349;;Cristal;;12;GAZIN;130536;0;;;
Brinco;;BRINCO ARGOLA GROSSA PEQUENA;83.7;73.7;;2;2;4.4;29.46;21/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-153-6883a50f76985.jpeg;0;20246327;;;;12;TANK BRUTOS;BF11-942;0;;;
Brinco;;BRINCO ARGOLA GROSSA PEQUNA;83.7;73.7;;3;2;4.4;19.34;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-152-6883a622a2f93.jpeg;0;20688929;;;;12;TANK BRUTOS;BF11-942;0;;;
Pulseira;;PULSEIRA CORRENTARIA;155.7;155.7;;1;0;0;59;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-215-6883a64b68592.jpeg;0;20925628;;;;12;GAZIN;143336;590;;;
Choker;;CHOKER CORRENTARIA;251.7;251.7;;1;0;0;99;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-242-6882d3e7d7aac.jpg;0;20424169;;;;12;GAZIN;143334;0;;;
Conjunto;;CONJUNTO CORAÇÃO DERRETIDO PRETO ;251.7;0;;1;0;0;99;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-221-6883a6eeac1df.jpeg;0;20262549;;Preto;;12;GAZIN;144129;0;;;
Conjunto;;CONJUNTO ORGANICO MARROM;251.7;0;;1;1;0;99;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-220-6883a6e2cf4e9.jpeg;0;20562670;;Marrom;;12;GAZIN;144111;990;;;
Conjunto;;CONJUNTO C VERMELHO;203.7;203.7;;2;1;12.71;52.06;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-169-6884eaf425e0d.jpeg;0;20652210;;Vermelho;;12;BELLA BRUTOS ;CONJ1866;0;;;
Conjunto;;CONJUNTO ORGANICO VAZADO PEROLA;203.7;203.7;;2;2;13.36;51.19;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-167-6884ead4a6878.jpeg;0;20143008;;Perolado;;12;BELLA BRUTOS ;CONJ1864;0;;;
Pulseira;;PULSEIRA RIVIERA CORES;80.7;80.7;;1;2;4.3;17.31;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-190-6882d743ad554.jpg;0;20485566;;Colorido;;12;SOPHIA BRUTOS;1344;173.1;;;
Pulseira;;PULSEIRA PEROLA ORGANICA;56.7;56.7;;3;1;2.7;11.13;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-176-6883a5661f57a.jpeg;0;20424503;;;;12;TANK BRUTOS;BF14-014-18;0;;;
Brinco;BRINCO DE BOLA COM 3 FIOS DE STRASS;BRINCO DE BOLA COM STRAS ;65.7;65.7;;2;0;2.5;15.66;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-134-688203eb8484b.jpg;0;20092467;;;;12;SOPHIA BRUTOS;2-773;0;;;
Brinco;;BRINCO ORGANICO DERRETIDO ;107.34;107.34;;1;1;0;37.74;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-208-6884c749e19d7.jpeg;0;20403461;;;;12;GAZIN;123962;0;;;
Brinco;;BRINCO BOLA DOURADA;70.2;70.2;;2;2;0;22;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-205-6884c1a8cd278.jpeg;0;20607258;;;;12;GAZIN;106601;0;;;
Conjunto;;CONJUNTO BORBOLETA;134.1;0;;1;1;4.9;32.82;22/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-224-6883a5b1b808c.jpeg;0;20455590;;Preto;;12;TANK BRUTOS;BF13-373 BF13-389 CV.45;0;;;
Brinco;;BRINCO CORAÇÃO MACIÇO ESTICADO ;79.77;79.77;;1;0;0;27;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-204-6882049002e64.jpg;0;20616014;;;;12;GAZIN;128084;0;;;
Brinco;;BRINCO CRUZ CRAVEJADA;119.7;119.7;;1;1;0;44;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-203-6884c4323e3fe.jpeg;0;20040000;;;;12;GAZIN;108680;440;;;
Brinco;;BRINCO CORAÇÃO DERRETIDO;59.7;59.7;;2;1;2.9;12.37;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-145-688203982ec23.jpg;0;20427207;;;;12;TANK BRUTOS;BF12-898;0;;;
Colar;80CM;COLAR CRISTAL COLORIDO 80;98.7;98.7;;2;2;4.3;24.91;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-193-6882d4658364b.jpg;0;20736736;;Colorido;;12;SOPHIA BRUTOS;1-344;0;;;
Brinco;;BRINCO LACINHO CRAVEJADO;89.7;0;;1;1;0;39;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-218-687fad24cdcc7.jpg;0;20298241;;;;12;GAZIN;141598;0;;;
Brinco;;BRINCO CORAÇÃO DUPLO;113.7;113.7;;1;0;0;41;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-209-6882037a3a535.jpg;0;20847319;;;;12;GAZIN;115409;410;;;
Choker;35 CM;CHOKER PEROLA INTEIRA 35;77.7;77.7;;1;1;0;26;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-210-687fa9b1c6c36.jpg;0;20124021;;Perolado;;12;GAZIN;92628;0;;;
Colar;40 CM;COLAR PEROLA FRENTE 40;56.7;56.7;;3;2;2.4;11.43;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-184-6883a6721d8ba.jpeg;0;20043100;;Perolado;;0;SOPHIA BRUTOS;1303;0;;;
Brinco;;BRINCO LEQUE FRISADO;47.7;47.7;;1;1;1.8;13.29;21/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-150-6883a54c8c690.jpeg;0;20138134;;;;12;TANK BRUTOS;BF11-957;0;;;
Colar;;COLAR CORAÇÃO PEROLA INTEIRO 70;119.7;119.7;;1;1;0;44;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-241-6884c069e28da.jpeg;0;20905606;;;;12;GAZIN;94791;0;;;
Colar;;COLAR PEROLA INTEIRO 45;98.7;98.7;;0;0;0;34;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/default.jpg;0;20876784;;Perolado;;12;GAZIN;128750;0;;;
Pulseira;;PULSEIRA MINI BOLINHAS;80.7;0;;1;1;0;27;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-240-6884c216dcb92.jpeg;0;20781149;;;;12;GAZIN;95268;0;;;
Brinco;;BRINCO CORAÇÃO ESTICADO CRAVEJADO;47.7;47.7;;2;1;0.7;13.22;22/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-187-6884c0d07ff01.jpeg;0;20162368;;;;12;TANK BRUTOS;BF11-912;0;;;
Colar;;VENEZIANA 55;47.7;47.7;;3;1;2.2;7.77;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-247-6884c03f41c64.jpeg;0;20732622;;;;12;TANK BRUTOS;CV.55;0;;;
Brinco;;BRINCO DE ARGOLA FINA MEDIA;35.7;35.7;;2;1;1.01;3.1;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-178-6882d67617617.jpg;0;20494025;;;;12;BELLA BRUTOS ;BR02;0;;;
Choker;;CHOKER VIDRILHO GRANDE CORAÇAO;191.7;191.7;;0;0;0;74;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/default.jpg;0;20162887;;;;12;GAZIN;138711;0;;;
Brinco;;BRINCO DE PEROLAS DUPLOA;98.7;98.7;;0;0;0;34;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/default.jpg;0;20176600;;Perolado;;12;GAZIN;131556;0;;;
Brinco;;BRINCO HEAR CUF 3 FIOS CRAVEJADOS;74.7;74.7;;0;0;2.2;25.25;22/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/default.jpg;0;20567149;;;;12;TANK BRUTOS;BF13-606;0;;;
